id,loan_number,client_id,rate_id,loan_amount,establishment_fee,start_date,end_date,current_balance,principal_outstanding,interest_accrued,status,created_at,updated_at,term,repayment_frequency,repayment_amount,term_periods,total_repayable,instalments_due,loan_type,source
20ad472d-a6da-411d-92fa-00b395f7bf1f,L10005,b0891278-fc25-479f-90f4-4ca41705440c,7724034f-4a04-4cf6-9ed1-ad6dea5100f3,1500.00,295.00,2023-10-30,,6463.82,1000.00,5463.82,active,2025-11-07 09:42:42.458241,2025-11-07 09:42:42.458241,,,,,7258.82,0,,
263ba67c-7d0f-499e-8878-a89df5adc893,L10003,befbc443-6470-4bc0-b1c6-53d455559551,7724034f-4a04-4cf6-9ed1-ad6dea5100f3,150.00,95.00,2024-02-20,,2536.06,100.00,2436.06,active,2025-11-07 09:42:42.458241,2025-11-07 09:42:42.458241,,,,,2681.06,0,,
2f316758-e9c5-4d60-9a08-de6967607587,L10002,280ad2f4-377c-437b-9fcf-bf81ddfa61ef,7724034f-4a04-4cf6-9ed1-ad6dea5100f3,1000.00,295.00,2024-12-02,,738.51,600.00,138.51,active,2025-11-07 09:42:42.458241,2025-11-07 09:42:42.458241,,,,,1433.51,0,,
80d5d979-d807-41d7-9e83-92109ee52eec,L10004,74d4119b-084b-4f33-9a42-c9d425652d6d,4af91ea7-6dd1-4e2e-9c5e-948d6c595112,15000.00,495.00,2024-07-10,,7409.36,10000.00,-590.64,active,2025-11-07 09:42:42.458241,2025-11-07 09:42:42.458241,,,,,14904.36,0,,
99186c11-dd8f-4d2d-baa3-1a3f23d8f542,L10001,effe734b-92a1-4b34-b32d-80bbe9acd7f8,4af91ea7-6dd1-4e2e-9c5e-948d6c595112,4000.00,495.00,2025-01-09,,3550.59,2800.00,750.59,active,2025-11-07 09:42:42.458241,2025-11-07 09:42:42.458241,,,,,5245.59,0,,
